enderecos,lon,lat,endereco
"Rua Miguel Luis Figueira, 16 - Parque Figueira Grande, São Paulo - SP, 04914-090",-46.74669309999999,-23.6806727,"Rua Miguel Luis Figueira, 16 - Parque Figueira Grande, São Paulo - SP, 04914-090"
"Avenida Senador Teotonio Vilela, 2394 - Jardim Cliper, São Paulo - SP, 04801-000",-46.6982755,-23.7224531,"Avenida Senador Teotonio Vilela, 2394 - Jardim Cliper, São Paulo - SP, 04801-000"
"Rua Taquarichim, 280 - SacomÃ£, São Paulo - SP, 04296-100",-46.6029162,-23.6206994,"Rua Taquarichim, 280 - SacomÃ£, São Paulo - SP, 04296-100"
"Rua Soldado JosÃ© Antonio Moreira, 546 - Parque Novo Mundo, São Paulo - SP, 02143-060",-46.57624089999999,-23.5065656,"Rua Soldado JosÃ© Antonio Moreira, 546 - Parque Novo Mundo, São Paulo - SP, 02143-060"
"Rua RANULFO PRATA, 289 - Cidade Ademar, São Paulo - SP, 04385-020",-46.65692749999999,-23.6651468,"Rua RANULFO PRATA, 289 - Cidade Ademar, São Paulo - SP, 04385-020"
"Avenida MARIA LUIZA AMERICANO, 1877 - CIDADE LIDER, São Paulo - SP, 08275-001",-46.47460539999999,-23.5659315,"Avenida MARIA LUIZA AMERICANO, 1877 - CIDADE LIDER, São Paulo - SP, 08275-001"
"Rua DOS JORNALISTAS, 48 - CIDADE VARGAS, São Paulo - SP, 04318-000",-46.63895549999999,-23.6437338,"Rua DOS JORNALISTAS, 48 - CIDADE VARGAS, São Paulo - SP, 04318-000"
"Rua VoluntÃ¡rios da PÃ¡tria, 4649 - Mandaqui, São Paulo - SP, 02410-400",-46.6322026,-23.4811666,"Rua VoluntÃ¡rios da PÃ¡tria, 4649 - Mandaqui, São Paulo - SP, 02410-400"
"Rua Madre Cabrini, 99 - Vila Mariana, São Paulo - SP, 04020-000",-46.63611239999999,-23.5900249,"Rua Madre Cabrini, 99 - Vila Mariana, São Paulo - SP, 04020-000"
"Rua ParapuÃ£, 160 - Itaberaba, São Paulo - SP, 02831-000",-46.6917524,-23.4831353,"Rua ParapuÃ£, 160 - Itaberaba, São Paulo - SP, 02831-000"
"Rua RUA CRISOLIA, 53 - BAIRRO LIMÃƒO, São Paulo - SP, 02537-000",-46.6763121,-23.487545,"Rua RUA CRISOLIA, 53 - BAIRRO LIMÃƒO, São Paulo - SP, 02537-000"
"Rua GonÃ§alves de Andrade, 369 - Perus, São Paulo - SP, 05211-210",-46.7549649,-23.4102069,"Rua GonÃ§alves de Andrade, 369 - Perus, São Paulo - SP, 05211-210"
"Rua COMENDADOR FEIZ ZARZUR, 15 - PIRITUBA, São Paulo - SP, 02942-000",-46.7191064,-23.4796185,"Rua COMENDADOR FEIZ ZARZUR, 15 - PIRITUBA, São Paulo - SP, 02942-000"
"Rua Antonio Taborda, 37 - Vila Matilde, São Paulo - SP, 03554-100",-46.5079421,-23.5387242,"Rua Antonio Taborda, 37 - Vila Matilde, São Paulo - SP, 03554-100"
"Rua Angelo de Candia, 964 - SÃ£o Mateus, São Paulo - SP, 03958-000",-46.48409,-23.598542,"Rua Angelo de Candia, 964 - SÃ£o Mateus, São Paulo - SP, 03958-000"
"Rua SÃ£o ConstÃ¢ncio, 457 - Vila Mafra, São Paulo - SP, 03414-010",-46.55070749999999,-23.5614052,"Rua SÃ£o ConstÃ¢ncio, 457 - Vila Mafra, São Paulo - SP, 03414-010"
"Rua Rua Padre JosÃ© de Anchieta, 802 - Santo Amaro, São Paulo - SP, 04742-001",-46.7016479,-23.650341,"Rua Rua Padre JosÃ© de Anchieta, 802 - Santo Amaro, São Paulo - SP, 04742-001"
"Rua Nabuco de Abreu, 6 - Guaianases, São Paulo - SP, 08410-190",-46.41704410000001,-23.5430799,"Rua Nabuco de Abreu, 6 - Guaianases, São Paulo - SP, 08410-190"
"Avenida NASCER DO SOL, 529 - SANTA ETELVINA, São Paulo - SP, 08485-020",-46.4117159,-23.5892859,"Avenida NASCER DO SOL, 529 - SANTA ETELVINA, São Paulo - SP, 08485-020"
"Rua MOURATO COELHO, 104 - PINHEIROS, São Paulo - SP, 05417-000",-46.6857573,-23.5658662,"Rua MOURATO COELHO, 104 - PINHEIROS, São Paulo - SP, 05417-000"
"Rua Ministro Laudo Ferreira de Camargo, 320 - Jardim Peri-Peri, São Paulo - SP, 05537-000",-46.7366884,-23.5869512,"Rua Ministro Laudo Ferreira de Camargo, 320 - Jardim Peri-Peri, São Paulo - SP, 05537-000"
"Avenida Paes de Barros, 3345 - Vila Prudente, São Paulo - SP, 03149-100",-46.5865832,-23.5801008,"Avenida Paes de Barros, 3345 - Vila Prudente, São Paulo - SP, 03149-100"
"Rua Rua JosÃ© Pereira Cardoso, 183 - SÃ£o Miguel Paulista, São Paulo - SP, 08011-310",-46.4450238,-23.4948476,"Rua Rua JosÃ© Pereira Cardoso, 183 - SÃ£o Miguel Paulista, São Paulo - SP, 08011-310"
"Avenida Av, Boturussu, 1626 - Ermelino Matarazzo, São Paulo - SP, 03802-010",-46.4829819,-23.4943125,"Avenida Av, Boturussu, 1626 - Ermelino Matarazzo, São Paulo - SP, 03802-010"
"Avenida Antonino Dias Bastos, 1045 - Centro, São Roque - SP, 18130-000",-47.1342338,-23.5265839,"Avenida Antonino Dias Bastos, 1045 - Centro, São Roque - SP, 18130-000"
"Rua UBATUBA, 256 - CENTRO, São Sebastião - SP, 11600-000",-45.4067504,-23.8029271,"Rua UBATUBA, 256 - CENTRO, São Sebastião - SP, 11600-000"
"Rua Frei DamiÃ£o, 970 - Jardim Rio Branco, São Vicente - SP, 11347-120",-46.47360339999999,-23.9782025,"Rua Frei DamiÃ£o, 970 - Jardim Rio Branco, São Vicente - SP, 11347-120"
"Rua Lima Machado, 245 - Parque Bitaru, São Vicente - SP, 11310-300",-46.3921172,-23.9671947,"Rua Lima Machado, 245 - Parque Bitaru, São Vicente - SP, 11310-300"
"Rua JOAQUIM DOS SANTOS, 596 - JARDIM BOA VISTA, Serrana - SP, 14150-000",-47.613699,-21.2033063,"Rua JOAQUIM DOS SANTOS, 596 - JARDIM BOA VISTA, Serrana - SP, 14150-000"
"Rua CapitÃ£o Jose Bruschini, 42 - Centro, Serra Negra - SP, 13930-000",-46.7040239,-22.6093541,"Rua CapitÃ£o Jose Bruschini, 42 - Centro, Serra Negra - SP, 13930-000"
"Avenida JOSÃ‰ ANTÃ”NIO ANGELOTTI, 159 - CONJ, HAB ANTÃ”NIO COSTA PATRÃƒO, Sertãozinho - SP, 14161-190",-47.995397,-21.1224105,"Avenida JOSÃ‰ ANTÃ”NIO ANGELOTTI, 159 - CONJ, HAB ANTÃ”NIO COSTA PATRÃƒO, Sertãozinho - SP, 14161-190"
"Rua Prolongamento Rua JoÃ£o Amigo, 161 - distrito Industrial, Severínia - SP, 14735-000",-48.8090572,-20.8062535,"Rua Prolongamento Rua JoÃ£o Amigo, 161 - distrito Industrial, Severínia - SP, 14735-000"
"Rua BarÃ£o de Ibitinga, 593 - Abadia, Socorro - SP, 13960-000",-46.5275925,-22.6004462,"Rua BarÃ£o de Ibitinga, 593 - Abadia, Socorro - SP, 13960-000"
"Rua CÃ´nego AndrÃ© Pieroni, 256 - Jardim Guadalajara, Sorocaba - SP, 18045-630",-47.4889161,-23.5235486,"Rua CÃ´nego AndrÃ© Pieroni, 256 - Jardim Guadalajara, Sorocaba - SP, 18045-630"
"Rua DOUTOR FERNANDO DOS SANTOS, 17 - VILA PROGRESSO, Sorocaba - SP, 18081-170",-47.4465645,-23.4779666,"Rua DOUTOR FERNANDO DOS SANTOS, 17 - VILA PROGRESSO, Sorocaba - SP, 18081-170"
"Rua SANTA CRUZ, 116 - CENTRO, Sorocaba - SP, 18035-625",-47.4559469,-23.5041986,"Rua SANTA CRUZ, 116 - CENTRO, Sorocaba - SP, 18035-625"
"Avenida Brasil, 1111 - Jd, SeminÃ¡rio, Sumaré - SP, 13177-310",-47.2253895,-22.8126352,"Avenida Brasil, 1111 - Jd, SeminÃ¡rio, Sumaré - SP, 13177-310"
"Rua Rua General Francisco GlicÃ©rio, 1410 - Centro, Suzano - SP, 08674-002",-46.3130218,-23.5466242,"Rua Rua General Francisco GlicÃ©rio, 1410 - Centro, Suzano - SP, 08674-002"
"Avenida Dr, JosÃ© do Valle Pereira, 1605 - CENTRO, Tabapuã - SP, 15880-000",-49.0266867,-20.9655399,"Avenida Dr, JosÃ© do Valle Pereira, 1605 - CENTRO, Tabapuã - SP, 15880-000"
"Rua Milton Martins Moura, 30 - Vila Francisco Remeikis, Taboão da Serra - SP, 06786-360",-46.8047069,-23.6187781,"Rua Milton Martins Moura, 30 - Vila Francisco Remeikis, Taboão da Serra - SP, 06786-360"
"Rua Sete de Setembro, 458 - Centro, Tanabi - SP, 15170-000",-49.6466833,-20.6245733,"Rua Sete de Setembro, 458 - Centro, Tanabi - SP, 15170-000"
"Rua PRAÃ‡A DR JOSÃ‰ FURIATTI, 164 - CENTRO, Taquaritinga - SP, 15900-000",-48.5035353,-21.4047743,"Rua PRAÃ‡A DR JOSÃ‰ FURIATTI, 164 - CENTRO, Taquaritinga - SP, 15900-000"
"Rua Maria Magdalena Gabriel, 48 - Centro, Taquarituba - SP, 18740-000",-49.2408103,-23.532669,"Rua Maria Magdalena Gabriel, 48 - Centro, Taquarituba - SP, 18740-000"
"Avenida TARUMÃƒ, 1664 - VILA DOS LAGOS, Tarumã - SP, 19820-000",-50.5786337,-22.7522139,"Avenida TARUMÃƒ, 1664 - VILA DOS LAGOS, Tarumã - SP, 19820-000"
"Rua Treze de Fevereiro, 396 - Centro, Tatuí - SP, 18270-340",-47.8467201,-23.3515351,"Rua Treze de Fevereiro, 396 - Centro, Tatuí - SP, 18270-340"
"PraÃ§a Parque Doutor Barbosa de Oliveira, 0 - Centro, Taubaté - SP, 12020-190",-45.5617013,-23.0232131,"PraÃ§a Parque Doutor Barbosa de Oliveira, 0 - Centro, Taubaté - SP, 12020-190"
"Rua EDUARDO ULOFFO, 814 - VILA SAO PAULO, Teodoro Sampaio - SP, 19280-000",-52.1673939,-22.5390221,"Rua EDUARDO ULOFFO, 814 - VILA SAO PAULO, Teodoro Sampaio - SP, 19280-000"
"Rua Tenente Gelas, 1136 - Nova TietÃª, Tietê - SP, 18530-000",-47.7141397,-23.1073859,"Rua Tenente Gelas, 1136 - Nova TietÃª, Tietê - SP, 18530-000"
"Rua GOITACAZES, 654 - CENTRO, Tupã - SP, 17600-350",-50.5116658,-21.9338932,"Rua GOITACAZES, 654 - CENTRO, Tupã - SP, 17600-350"
"Rua MaranhÃ£o, 279 - Umuarama, Ubatuba - SP, 11680-000",-45.0796818,-23.4358486,"Rua MaranhÃ£o, 279 - Umuarama, Ubatuba - SP, 11680-000"
"Rua JosÃ© BonifÃ¡cio, 984 - CENTRO, Urupês - SP, 15850-000",-49.2874834,-21.19857,"Rua JosÃ© BonifÃ¡cio, 984 - CENTRO, Urupês - SP, 15850-000"
"Rua Trinta e um de marÃ§o, 0 - Vila Boa EsperanÃ§a, Valinhos - SP, 13270-372",-47.0048834,-22.975458,"Rua Trinta e um de marÃ§o, 0 - Vila Boa EsperanÃ§a, Valinhos - SP, 13270-372"
"Rua SANTOS DUMONT, 657 - LAMBARI, Valparaíso - SP, 16880-000",-50.86583570000001,-21.2327048,"Rua SANTOS DUMONT, 657 - LAMBARI, Valparaíso - SP, 16880-000"
"Rua SANTANA, 435 - CENTRO, Vargem Grande do Sul - SP, 13880-000",-46.8883696,-21.8353244,"Rua SANTANA, 435 - CENTRO, Vargem Grande do Sul - SP, 13880-000"
"Rua Araja, 199 - Vila Tupi, Várzea Paulista - SP, 13224-350",-46.8417936,-23.2198831,"Rua Araja, 199 - Vila Tupi, Várzea Paulista - SP, 13224-350"
"Rua OSVALDO CRUZ, 299 - CENTRO, Vinhedo - SP, 13280-093",-46.9761117,-23.0323933,"Rua OSVALDO CRUZ, 299 - CENTRO, Vinhedo - SP, 13280-093"
"Avenida Luiz do PatrocÃ­nio Fernandes, 591 - Dominguinho, Votorantim - SP, 18114-000",-47.4383425,-23.5407633,"Avenida Luiz do PatrocÃ­nio Fernandes, 591 - Dominguinho, Votorantim - SP, 18114-000"
"Rua LEONARDO COMMAR, 1683 - JD, SANTA IRACEMA, Votuporanga - SP, 15503-023",-49.979707,-20.4022145,"Rua LEONARDO COMMAR, 1683 - JD, SANTA IRACEMA, Votuporanga - SP, 15503-023"
"Rua Antonio Baptista de Siqueira, 621 - Santa Terezinha, Almirante Tamandaré - PR, 83501-090",-49.2975611,-25.3152005,"Rua Antonio Baptista de Siqueira, 621 - Santa Terezinha, Almirante Tamandaré - PR, 83501-090"
"Avenida Mario Pereira, 1 - Centro, Altamira do Paraná - PR, 85280-000",-52.71862549999999,-24.7962709,"Avenida Mario Pereira, 1 - Centro, Altamira do Paraná - PR, 85280-000"
"Rua Rui Olavo Bilac, 790 - CENTRO, Altônia - PR, 87550-000",-53.8912632,-23.8729045,"Rua Rui Olavo Bilac, 790 - CENTRO, Altônia - PR, 87550-000"
"Rua Rua Tiradentes, 1597 - PrÃ³ximo ao Forum, Alto Piquiri - PR, 87580-000",-53.4412792,-24.0252722,"Rua Rua Tiradentes, 1597 - PrÃ³ximo ao Forum, Alto Piquiri - PR, 87580-000"
"Rua ROSA IMPERATORE ALVES, 1250 - CONJ RENASCER, Alvorada do Sul - PR, 86150-000",-51.231711,-22.7863869,"Rua ROSA IMPERATORE ALVES, 1250 - CONJ RENASCER, Alvorada do Sul - PR, 86150-000"
"Rua Marechal CÃ¢ndido Rondon, 375 - Centro, Anahy - PR, 85425-000",-53.133678,-24.6472787,"Rua Marechal CÃ¢ndido Rondon, 375 - Centro, Anahy - PR, 85425-000"
"Rua CURITIBA, 334 - JARDIM VÃ‰SPER, Andirá - PR, 86380-000",-50.2334719,-23.0508699,"Rua CURITIBA, 334 - JARDIM VÃ‰SPER, Andirá - PR, 86380-000"
"Rua WALDEMAR GONÃ‡ALVES DOS SANTOS, 215 - BATEL, Antonina - PR, 83370-000",-48.7253432,-25.434077,"Rua WALDEMAR GONÃ‡ALVES DOS SANTOS, 215 - BATEL, Antonina - PR, 83370-000"
"Rua JOAO MATIUZZI, 307 - PARQUE BELA VISTA, Apucarana - PR, 86803-180",-51.4584751,-23.5361321,"Rua JOAO MATIUZZI, 307 - PARQUE BELA VISTA, Apucarana - PR, 86803-180"
"Avenida GATURAMO, 1000 - JD AEROPORTO, Arapongas - PR, 86702-000",-51.4485,-23.395356,"Avenida GATURAMO, 1000 - JD AEROPORTO, Arapongas - PR, 86702-000"
"Avenida MOISES LUPION, 385 - CENTRO, Arapoti - PR, 84990-000",-49.824242,-24.1476645,"Avenida MOISES LUPION, 385 - CENTRO, Arapoti - PR, 84990-000"
"Avenida BRASIL, 298 - CENTRO, Araucária - PR, 83702-230",-49.399822,-25.594679,"Avenida BRASIL, 298 - CENTRO, Araucária - PR, 83702-230"
"Rua Takamitsu Uno, s/nÂº, 0 - Jd, Veneza, Assaí - PR, 86220-000",-50.8382332,-23.3709932,"Rua Takamitsu Uno, s/nÂº, 0 - Jd, Veneza, Assaí - PR, 86220-000"
"Avenida DOS PIONEIROS, 788 - CENTRO, Assis Chateaubriand - PR, 85935-000",-53.5155472,-24.4116891,"Avenida DOS PIONEIROS, 788 - CENTRO, Assis Chateaubriand - PR, 85935-000"
"Rua AVENIDA DR, JOSÃ‰ SOARES DE AZEVEDO, 0 - JARDIM ASTORGA, Astorga - PR, 86730-000",-51.6640636,-23.2340795,"Rua AVENIDA DR, JOSÃ‰ SOARES DE AZEVEDO, 0 - JARDIM ASTORGA, Astorga - PR, 86730-000"
"Rua MANOEL MARIA TORRADO, 20 - CONJUNTO MARIA LUIZA BERTHA MENEGHEL, Bandeirantes - PR, 86360-000",-50.3644125,-23.1229489,"Rua MANOEL MARIA TORRADO, 20 - CONJUNTO MARIA LUIZA BERTHA MENEGHEL, Bandeirantes - PR, 86360-000"
"Rua Rua Rio Grande do Sul, 210 - Centro, Barracão - PR, 85700-000",-53.6362825,-26.2543765,"Rua Rua Rio Grande do Sul, 210 - Centro, Barracão - PR, 85700-000"
"Rua JosÃ© Manoel dos Reis, 18 - Centro, Bela Vista do Paraíso - PR, 86130-000",-51.192253,-22.9917908,"Rua JosÃ© Manoel dos Reis, 18 - Centro, Bela Vista do Paraíso - PR, 86130-000"
"Avenida AVENIDA DALZOTO, 6 - CENTRO, Boa Ventura de São Roque - PR, 85225-000",-51.5457859,-24.8833854,"Avenida AVENIDA DALZOTO, 6 - CENTRO, Boa Ventura de São Roque - PR, 85225-000"
"Avenida Tupy, 0 - Centro, Boa Vista da Aparecida - PR, 85780-000",-53.4059404,-25.4369491,"Avenida Tupy, 0 - Centro, Boa Vista da Aparecida - PR, 85780-000"
"Rua Frare, 307 - Nossa Senhora de FÃ¡tima, Braganey - PR, 85430-000",-53.1189326,-24.818396,"Rua Frare, 307 - Nossa Senhora de FÃ¡tima, Braganey - PR, 85430-000"
"Avenida BRASIL, 1397 - CENTRO, Cambará - PR, 86390-000",-50.0723515,-23.0450837,"Avenida BRASIL, 1397 - CENTRO, Cambará - PR, 86390-000"
"Rua BELGICA, 59 - CENTRO, Cambé - PR, 86180-000",-51.2761455,-23.2777897,"Rua BELGICA, 59 - CENTRO, Cambé - PR, 86180-000"
"Rua DOS TRES PODERES,, 155 - JARDIM ALVORADA, Cambé - PR, 86191-020",-51.2662293,-23.2804375,"Rua DOS TRES PODERES,, 155 - JARDIM ALVORADA, Cambé - PR, 86191-020"
"Rua BarÃ£o do Rio Branco, 254 - Parque Residencial Chiquetto, Campina da Lagoa - PR, 87345-000",-52.80526159999999,-24.598392,"Rua BarÃ£o do Rio Branco, 254 - Parque Residencial Chiquetto, Campina da Lagoa - PR, 87345-000"
"Rua Professor Duilio Calderari, 1567 - CENTRO, Campina Grande do Sul - PR, 83430-000",-49.0976154,-25.3637652,"Rua Professor Duilio Calderari, 1567 - CENTRO, Campina Grande do Sul - PR, 83430-000"
"Avenida Canal, 533 - Vila Solene, Campo Largo - PR, 83607-080",-49.5189665,-25.4534299,"Avenida Canal, 533 - Vila Solene, Campo Largo - PR, 83607-080"
"Rodovia GUMERCINDO BOZA, 18740 - CENTRO, Campo Magro - PR, 83535-000",-49.429266,-25.3708251,"Rodovia GUMERCINDO BOZA, 18740 - CENTRO, Campo Magro - PR, 83535-000"
"Rua BRASIL, 560, PISO TERREO, FUNDOS, 560 - JARDIM LAURA, Campo Mourão - PR, 87300-115",-52.3730139,-24.0489034,"Rua BRASIL, 560, PISO TERREO, FUNDOS, 560 - JARDIM LAURA, Campo Mourão - PR, 87300-115"
"Rua Rogaciano Antunes Ribeiro, 0 - centro, Cândido de Abreu - PR, 84470-000",-51.3311487,-24.5684393,"Rua Rogaciano Antunes Ribeiro, 0 - centro, Cândido de Abreu - PR, 84470-000"
"Rua PADRE CASEMIRO, 379 - VILA PLANALTO, Cantagalo - PR, 85160-000",-52.127517,-25.372079,"Rua PADRE CASEMIRO, 379 - VILA PLANALTO, Cantagalo - PR, 85160-000"
"Rua OURO BRANCO, 273 - CENTRO, Carambeí - PR, 84145-000",-50.1131819,-24.9530151,"Rua OURO BRANCO, 273 - CENTRO, Carambeí - PR, 84145-000"
"Rua Antonio Jonas Ferreira Pinto, 503 - Centro, Carlópolis - PR, 86420-000",-49.71969130000001,-23.4235406,"Rua Antonio Jonas Ferreira Pinto, 503 - Centro, Carlópolis - PR, 86420-000"
"Rua Luciano Correia Siqueira, 224 - Coqueiral, Cascavel - PR, 85807-620",-53.49669069999999,-24.9530405,"Rua Luciano Correia Siqueira, 224 - Coqueiral, Cascavel - PR, 85807-620"
"Rua RIACHUELO, 1575 - CENTRO, Cascavel - PR, 85812-111",-53.4492515,-24.9548465,"Rua RIACHUELO, 1575 - CENTRO, Cascavel - PR, 85812-111"
"Rua EDUARDO TADEU MELANI, 482 - CENTRO, Cascavel - PR, 85801-021",-53.4510576,-24.9576427,"Rua EDUARDO TADEU MELANI, 482 - CENTRO, Cascavel - PR, 85801-021"
"Avenida TITTO MUFFATO, 2315 - SANTA CRUZ, Cascavel - PR, 85806-080",-53.50746280000001,-24.960307,"Avenida TITTO MUFFATO, 2315 - SANTA CRUZ, Cascavel - PR, 85806-080"
"Rua ALCEBIADES MARQUES DE SOUZA, 1059 - MORADA DO SOL, Castro - PR, 84172-430",-49.9871931,-24.7891073,"Rua ALCEBIADES MARQUES DE SOUZA, 1059 - MORADA DO SOL, Castro - PR, 84172-430"
"Rodovia PR - 340 SAIDA PARA CASTROLANDA, 340 - JARDIM ARAUCÃRIA III, Castro - PR, 84174-105",NA,NA,"Rodovia PR - 340 SAIDA PARA CASTROLANDA, 340 - JARDIM ARAUCÃRIA III, Castro - PR, 84174-105"
"Rua sulaiman felicio, 651 - centro, Centenário do Sul - PR, 83630-000",-51.5957251,-22.820088,"Rua sulaiman felicio, 651 - centro, Centenário do Sul - PR, 83630-000"
"Rua SANTOS DUMONT, 4645 - CENTRO, Chopinzinho - PR, 85560-000",-52.5347318,-25.8589833,"Rua SANTOS DUMONT, 4645 - CENTRO, Chopinzinho - PR, 85560-000"
"Avenida DR, JOSE ROBERTO FURQUIM DE CASTRO, 143 - ZONA 1, Cianorte - PR, 87200-111",-52.6132254,-23.6581052,"Avenida DR, JOSE ROBERTO FURQUIM DE CASTRO, 143 - ZONA 1, Cianorte - PR, 87200-111"
"Rua MILTON HEINZ, 1410 - CENTRO, Cidade Gaúcha - PR, 87820-000",-52.9369598,-23.3845057,"Rua MILTON HEINZ, 1410 - CENTRO, Cidade Gaúcha - PR, 87820-000"
"Rua Rua Rui Barbosa, 7 - Jd, Eucaliptos, Colombo - PR, 83408-796",-49.181786,-25.367959,"Rua Rua Rui Barbosa, 7 - Jd, Eucaliptos, Colombo - PR, 83408-796"
"Rua CEARÃ, 390 - CENTRO, Colorado - PR, 86690-000",NA,NA,"Rua CEARÃ, 390 - CENTRO, Colorado - PR, 86690-000"
"Avenida JOÃƒO FRANCO, 400 - CENTRO, Contenda - PR, 83730-000",-49.5365976,-25.6784104,"Avenida JOÃƒO FRANCO, 400 - CENTRO, Contenda - PR, 83730-000"
"Rua AÃ§ucena, 840 - Centro, Corbélia - PR, 85420-000",-53.2985845,-24.8000992,"Rua AÃ§ucena, 840 - Centro, Corbélia - PR, 85420-000"
"Rua Goias, 282 - Centro, Cornélio Procópio - PR, 86300-000",-50.6546941,-23.1830587,"Rua Goias, 282 - Centro, Cornélio Procópio - PR, 86300-000"
"Rua CANDIDO INACIO DE LIMA, S/N, 0 - JARDIM PRIMAVERA II, Coronel Vivida - PR, 85550-000",-52.5634198,-25.9902103,"Rua CANDIDO INACIO DE LIMA, S/N, 0 - JARDIM PRIMAVERA II, Coronel Vivida - PR, 85550-000"
"Rua Edvino Koterba, 48 - CENTRO, Cruzeiro do Oeste - PR, 87400-000",-53.073695,-23.785862,"Rua Edvino Koterba, 48 - CENTRO, Cruzeiro do Oeste - PR, 87400-000"
"Rua DR MANOEL LINHARES DE LACERDA, 432 - CAPÃƒO RASO, Curitiba - PR, 81110-100",-49.2916722,-25.4992324,"Rua DR MANOEL LINHARES DE LACERDA, 432 - CAPÃƒO RASO, Curitiba - PR, 81110-100"
"Rua LUDOVICO GERONASSO, 1314 - BOA VISTA, Curitiba - PR, 82560-040",-49.2481827,-25.3847534,"Rua LUDOVICO GERONASSO, 1314 - BOA VISTA, Curitiba - PR, 82560-040"
"Rua JOÃƒO MARANHO, 58 - BAIRRO NOVO, Curitiba - PR, 81925-267",-49.2720586,-25.5495124,"Rua JOÃƒO MARANHO, 58 - BAIRRO NOVO, Curitiba - PR, 81925-267"
"Rua Padre Gaston, 555 - CIC, Curitiba - PR, 81170-140",-49.3208901,-25.5149192,"Rua Padre Gaston, 555 - CIC, Curitiba - PR, 81170-140"
"Rua Via VÃªneto, 2274 - SANTA FELICIDADE, Curitiba - PR, 82400-020",-49.339156,-25.397342,"Rua Via VÃªneto, 2274 - SANTA FELICIDADE, Curitiba - PR, 82400-020"
"Rua CLAVIO MOLINARI, 1523 - CAPAO DA IMBUIA, Curitiba - PR, 82810-590",-49.2050638,-25.442293,"Rua CLAVIO MOLINARI, 1523 - CAPAO DA IMBUIA, Curitiba - PR, 82810-590"
"Rua ISAAC GUELMANN, 4043 - PORTÃƒO, Curitiba - PR, 81050-030",-49.2954843,-25.480441,"Rua ISAAC GUELMANN, 4043 - PORTÃƒO, Curitiba - PR, 81050-030"
"Rua FREDERICO MAURER, 3782 - BOQUEIRÃƒO, Curitiba - PR, 81630-020",-49.240018,-25.5023507,"Rua FREDERICO MAURER, 3782 - BOQUEIRÃƒO, Curitiba - PR, 81630-020"
"Rua RUA MARECHAL DEODORO, 2898 - ALTO DA XV, Curitiba - PR, 80045-375",-49.2446435,-25.4282537,"Rua RUA MARECHAL DEODORO, 2898 - ALTO DA XV, Curitiba - PR, 80045-375"
"Rua JosÃ© Krenchiclova, 555 - Tatuquara, Curitiba - PR, 81480-250",-49.338171,-25.5578865,"Rua JosÃ© Krenchiclova, 555 - Tatuquara, Curitiba - PR, 81480-250"
"Rua DOMINGUES BONIN,, 0 - VILA ESPERANÃ‡A, Curiúva - PR, 84280-000",-50.4565117,-24.0373142,"Rua DOMINGUES BONIN,, 0 - VILA ESPERANÃ‡A, Curiúva - PR, 84280-000"
"Avenida Brasil, 66 - Centro, Diamante D'Oeste - PR, 85896-000",-54.10465809999999,-24.9435987,"Avenida Brasil, 66 - Centro, Diamante D'Oeste - PR, 85896-000"
"Rua Bento Munhoz da Rocha Neto, 266 - Centro, Dois Vizinhos - PR, 85660-000",-53.0593826,-25.7463683,"Rua Bento Munhoz da Rocha Neto, 266 - Centro, Dois Vizinhos - PR, 85660-000"
"Rua GENERAL OSORIO, 241 - CENTRO, Engenheiro Beltrão - PR, 87270-000",-52.26301720000001,-23.7929365,"Rua GENERAL OSORIO, 241 - CENTRO, Engenheiro Beltrão - PR, 87270-000"
"Rua MaurÃ­cio Cardoso, 890 - CENTRO, Entre Rios do Oeste - PR, 85988-000",-54.2481366,-24.7070544,"Rua MaurÃ­cio Cardoso, 890 - CENTRO, Entre Rios do Oeste - PR, 85988-000"
"Rua Manoel Claudino Barbosa, 1777 - PIONEIROS, Fazenda Rio Grande - PR, 83833-080",-49.31457,-25.6487898,"Rua Manoel Claudino Barbosa, 1777 - PIONEIROS, Fazenda Rio Grande - PR, 83833-080"
"Rua Padre Guido, 235 - centro, Fernandes Pinheiro - PR, 84535-000",-50.5481992,-25.4123651,"Rua Padre Guido, 235 - centro, Fernandes Pinheiro - PR, 84535-000"
"Rua DR ZOILO MEIRA SIMÃ•ES, 510 - CENTRO, Figueira - PR, 84285-000",-50.4009252,-23.8508929,"Rua DR ZOILO MEIRA SIMÃ•ES, 510 - CENTRO, Figueira - PR, 84285-000"
"Avenida Pedro Basso, 700 - Jardim Polo Centro, Foz do Iguaçu - PR, 85863-756",-54.5728006,-25.5259042,"Avenida Pedro Basso, 700 - Jardim Polo Centro, Foz do Iguaçu - PR, 85863-756"
"Rua CHILE, 719 - JARDIM AMERICA, Foz do Iguaçu - PR, 85864-140",-54.5941473,-25.5269315,"Rua CHILE, 719 - JARDIM AMERICA, Foz do Iguaçu - PR, 85864-140"
"Rua MANDAGUARI, 210 - LUTHER KING, Francisco Beltrão - PR, 85605-150",-53.0425696,-26.060794,"Rua MANDAGUARI, 210 - LUTHER KING, Francisco Beltrão - PR, 85605-150"
"Rua SÃ£o Paulo, 242 - CENTRO, Godoy Moreira - PR, 86936-000",-51.923167,-24.1909445,"Rua SÃ£o Paulo, 242 - CENTRO, Godoy Moreira - PR, 86936-000"
